"Notes","County","County Code",Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval
,"Muskogee County, OK","40101",Suppressed,210102,Suppressed,Suppressed,Suppressed
,"Oklahoma County, OK","40109",25,2677575,0.9,0.6,1.4
,"Pittsburg County, OK","40121",Suppressed,129468,Suppressed,Suppressed,Suppressed
,"Pontotoc County, OK","40123",Suppressed,121449,Suppressed,Suppressed,Suppressed
,"Pushmataha County, OK","40127",Suppressed,29254,Suppressed,Suppressed,Suppressed
,"Rogers County, OK","40131",Suppressed,296190,Suppressed,Suppressed,Suppressed
,"Seminole County, OK","40133",Suppressed,71037,Suppressed,Suppressed,Suppressed
,"Sequoyah County, OK","40135",Suppressed,119142,Suppressed,Suppressed,Suppressed
,"Tulsa County, OK","40143",11,2196645,0.5,0.2,0.9
,"Wagoner County, OK","40145",Suppressed,266617,Suppressed,Suppressed,Suppressed
,"Washington County, OK","40147",Suppressed,155621,Suppressed,Suppressed,Suppressed
,"Washita County, OK","40149",Suppressed,31068,Suppressed,Suppressed,Suppressed
,"Woodward County, OK","40153",Suppressed,64411,Suppressed,Suppressed,Suppressed
,"Baker County, OR","41001",Suppressed,41986,Suppressed,Suppressed,Suppressed
,"Benton County, OR","41003",Suppressed,362046,Suppressed,Suppressed,Suppressed
,"Clackamas County, OR","41005",Suppressed,1288905,Suppressed,Suppressed,Suppressed
,"Columbia County, OR","41009",Suppressed,155837,Suppressed,Suppressed,Suppressed
,"Curry County, OR","41015",Suppressed,47650,Suppressed,Suppressed,Suppressed
,"Deschutes County, OR","41017",Suppressed,621366,Suppressed,Suppressed,Suppressed
,"Jackson County, OR","41029",Suppressed,639875,Suppressed,Suppressed,Suppressed
,"Jefferson County, OR","41031",Suppressed,72974,Suppressed,Suppressed,Suppressed
,"Klamath County, OR","41035",Suppressed,198240,Suppressed,Suppressed,Suppressed
,"Lane County, OR","41039",Suppressed,1252952,Suppressed,Suppressed,Suppressed
,"Lincoln County, OR","41041",Suppressed,119787,Suppressed,Suppressed,Suppressed
,"Marion County, OR","41047",Suppressed,1132911,Suppressed,Suppressed,Suppressed
,"Morrow County, OR","41049",Suppressed,36056,Suppressed,Suppressed,Suppressed
,"Multnomah County, OR","41051",14,2990233,0.5,0.3,0.8
,"Umatilla County, OR","41059",Suppressed,256821,Suppressed,Suppressed,Suppressed
,"Washington County, OR","41067",Suppressed,2102815,Suppressed,Suppressed,Suppressed
,"Adams County, PA","42001",Suppressed,298458,Suppressed,Suppressed,Suppressed
,"Allegheny County, PA","42003",12,3875524,0.3,0.2,0.5
,"Beaver County, PA","42007",Suppressed,460264,Suppressed,Suppressed,Suppressed
,"Bedford County, PA","42009",Suppressed,125995,Suppressed,Suppressed,Suppressed
,"Berks County, PA","42011",Suppressed,1314655,Suppressed,Suppressed,Suppressed
,"Blair County, PA","42013",Suppressed,350902,Suppressed,Suppressed,Suppressed
,"Bucks County, PA","42017",Suppressed,1838253,Suppressed,Suppressed,Suppressed
,"Butler County, PA","42019",Suppressed,565618,Suppressed,Suppressed,Suppressed
,"Cambria County, PA","42021",Suppressed,362184,Suppressed,Suppressed,Suppressed
,"Chester County, PA","42029",Suppressed,1655019,Suppressed,Suppressed,Suppressed
,"Cumberland County, PA","42041",Suppressed,828568,Suppressed,Suppressed,Suppressed
,"Dauphin County, PA","42043",Suppressed,879531,Suppressed,Suppressed,Suppressed
,"Delaware County, PA","42045",15,1804995,0.8,0.5,1.4
,"Erie County, PA","42049",Suppressed,824719,Suppressed,Suppressed,Suppressed
,"Franklin County, PA","42055",Suppressed,455484,Suppressed,Suppressed,Suppressed
,"Greene County, PA","42059",Suppressed,106611,Suppressed,Suppressed,Suppressed
,"Huntingdon County, PA","42061",Suppressed,132886,Suppressed,Suppressed,Suppressed
,"Indiana County, PA","42063",Suppressed,265396,Suppressed,Suppressed,Suppressed
,"Jefferson County, PA","42065",Suppressed,119520,Suppressed,Suppressed,Suppressed
,"Lackawanna County, PA","42069",Suppressed,635064,Suppressed,Suppressed,Suppressed
,"Lancaster County, PA","42071",Suppressed,1665480,Suppressed,Suppressed,Suppressed
,"Lebanon County, PA","42075",Suppressed,419199,Suppressed,Suppressed,Suppressed
,"Lehigh County, PA","42077",Suppressed,1181750,Suppressed,Suppressed,Suppressed
,"Luzerne County, PA","42079",Suppressed,969950,Suppressed,Suppressed,Suppressed
,"Mercer County, PA","42085",Suppressed,309154,Suppressed,Suppressed,Suppressed
,"Monroe County, PA","42089",Suppressed,499705,Suppressed,Suppressed,Suppressed
,"Montgomery County, PA","42091",Suppressed,2600263,Suppressed,Suppressed,Suppressed
,"Northampton County, PA","42095",Suppressed,959563,Suppressed,Suppressed,Suppressed
,"Perry County, PA","42099",Suppressed,130727,Suppressed,Suppressed,Suppressed
,"Philadelphia County, PA","42101",33,5568864,0.6,0.4,0.8
,"Pike County, PA","42103",Suppressed,154402,Suppressed,Suppressed,Suppressed
,"Schuylkill County, PA","42107",Suppressed,414456,Suppressed,Suppressed,Suppressed
,"Somerset County, PA","42111",Suppressed,203061,Suppressed,Suppressed,Suppressed
,"Susquehanna County, PA","42115",Suppressed,99367,Suppressed,Suppressed,Suppressed
,"Venango County, PA","42121",Suppressed,130679,Suppressed,Suppressed,Suppressed
,"Washington County, PA","42125",Suppressed,595298,Suppressed,Suppressed,Suppressed
,"Wayne County, PA","42127",Suppressed,137648,Suppressed,Suppressed,Suppressed
,"Westmoreland County, PA","42129",Suppressed,949102,Suppressed,Suppressed,Suppressed
,"York County, PA","42133",Suppressed,1375633,Suppressed,Suppressed,Suppressed
,"Kent County, RI","44003",Suppressed,503019,Suppressed,Suppressed,Suppressed
,"Newport County, RI","44005",Suppressed,237694,Suppressed,Suppressed,Suppressed
,"Providence County, RI","44007",Suppressed,2189858,Suppressed,Suppressed,Suppressed
,"Washington County, RI","44009",Suppressed,381224,Suppressed,Suppressed,Suppressed
,"Abbeville County, SC","45001",Suppressed,68995,Suppressed,Suppressed,Suppressed
,"Aiken County, SC","45003",10,506760,2.0,0.9,3.6
,"Anderson County, SC","45007",Suppressed,625790,Suppressed,Suppressed,Suppressed
,"Bamberg County, SC","45009",Suppressed,38975,Suppressed,Suppressed,Suppressed
,"Barnwell County, SC","45011",Suppressed,58985,Suppressed,Suppressed,Suppressed
,"Beaufort County, SC","45013",Suppressed,511214,Suppressed,Suppressed,Suppressed
,"Berkeley County, SC","45015",Suppressed,800334,Suppressed,Suppressed,Suppressed
,"Calhoun County, SC","45017",Suppressed,37870,Suppressed,Suppressed,Suppressed
,"Charleston County, SC","45019",11,1384417,0.8,0.4,1.4
,"Chesterfield County, SC","45025",Suppressed,129505,Suppressed,Suppressed,Suppressed
,"Darlington County, SC","45031",Suppressed,189139,Suppressed,Suppressed,Suppressed
,"Dorchester County, SC","45035",Suppressed,538442,Suppressed,Suppressed,Suppressed
,"Fairfield County, SC","45039",Suppressed,55811,Suppressed,Suppressed,Suppressed
,"Florence County, SC","45041",Suppressed,421971,Suppressed,Suppressed,Suppressed
,"Georgetown County, SC","45043",Suppressed,152202,Suppressed,Suppressed,Suppressed
,"Greenville County, SC","45045",Suppressed,1729237,Suppressed,Suppressed,Suppressed
,"Greenwood County, SC","45047",Suppressed,210691,Suppressed,Suppressed,Suppressed
,"Hampton County, SC","45049",Suppressed,56016,Suppressed,Suppressed,Suppressed
,"Horry County, SC","45051",10,988130,1.0,0.5,1.9
,"Kershaw County, SC","45055",Suppressed,198979,Suppressed,Suppressed,Suppressed
,"Laurens County, SC","45059",Suppressed,201576,Suppressed,Suppressed,Suppressed
,"Lee County, SC","45061",Suppressed,50385,Suppressed,Suppressed,Suppressed
,"Lexington County, SC","45063",Suppressed,947120,Suppressed,Suppressed,Suppressed
,"Marion County, SC","45067",Suppressed,83533,Suppressed,Suppressed,Suppressed
,"Newberry County, SC","45071",Suppressed,111096,Suppressed,Suppressed,Suppressed
,"Oconee County, SC","45073",Suppressed,213646,Suppressed,Suppressed,Suppressed
,"Orangeburg County, SC","45075",Suppressed,245356,Suppressed,Suppressed,Suppressed
,"Pickens County, SC","45077",Suppressed,453089,Suppressed,Suppressed,Suppressed
,"Richland County, SC","45079",10,1523010,0.7,0.3,1.2
,"Saluda County, SC","45081",Suppressed,54802,Suppressed,Suppressed,Suppressed
,"Spartanburg County, SC","45083",Suppressed,1076656,Suppressed,Suppressed,Suppressed
,"Sumter County, SC","45085",Suppressed,328641,Suppressed,Suppressed,Suppressed
,"Union County, SC","45087",Suppressed,75284,Suppressed,Suppressed,Suppressed
,"Williamsburg County, SC","45089",Suppressed,87196,Suppressed,Suppressed,Suppressed
,"York County, SC","45091",Suppressed,930451,Suppressed,Suppressed,Suppressed
,"Bon Homme County, SD","46009",Suppressed,21687,Suppressed,Suppressed,Suppressed
,"Brown County, SD","46013",Suppressed,117999,Suppressed,Suppressed,Suppressed
,"Codington County, SD","46029",Suppressed,84674,Suppressed,Suppressed,Suppressed
,"Dewey County, SD","46041",Suppressed,16080,Suppressed,Suppressed,Suppressed
,"Fall River County, SD","46047",Suppressed,16121,Suppressed,Suppressed,Suppressed
,"Lyman County, SD","46085",Suppressed,10578,Suppressed,Suppressed,Suppressed
,"Mellette County, SD","46095",Suppressed,5528,Suppressed,Suppressed,Suppressed
,"Minnehaha County, SD","46099",Suppressed,664464,Suppressed,Suppressed,Suppressed
,"Pennington County, SD","46103",Suppressed,337246,Suppressed,Suppressed,Suppressed
,"Shannon County, SD","46113",Suppressed,46616,Suppressed,Suppressed,Suppressed
,"Bedford County, TN","47003",Suppressed,163056,Suppressed,Suppressed,Suppressed
,"Bledsoe County, TN","47007",Suppressed,47390,Suppressed,Suppressed,Suppressed
,"Blount County, TN","47009",Suppressed,396380,Suppressed,Suppressed,Suppressed
,"Bradley County, TN","47011",Suppressed,345183,Suppressed,Suppressed,Suppressed
,"Campbell County, TN","47013",Suppressed,114611,Suppressed,Suppressed,Suppressed
,"Carroll County, TN","47017",Suppressed,82185,Suppressed,Suppressed,Suppressed
,"Claiborne County, TN","47025",Suppressed,97332,Suppressed,Suppressed,Suppressed
,"Cocke County, TN","47029",Suppressed,100126,Suppressed,Suppressed,Suppressed
,"Coffee County, TN","47031",Suppressed,176155,Suppressed,Suppressed,Suppressed
,"Crockett County, TN","47033",Suppressed,41190,Suppressed,Suppressed,Suppressed
,"Cumberland County, TN","47035",Suppressed,142689,Suppressed,Suppressed,Suppressed
,"Davidson County, TN","47037",25,2624815,1.0,0.6,1.4
,"DeKalb County, TN","47041",Suppressed,61088,Suppressed,Suppressed,Suppressed
,"Dickson County, TN","47043",Suppressed,170676,Suppressed,Suppressed,Suppressed
,"Dyer County, TN","47045",Suppressed,110656,Suppressed,Suppressed,Suppressed
,"Fayette County, TN","47047",Suppressed,115088,Suppressed,Suppressed,Suppressed
,"Fentress County, TN","47049",Suppressed,50577,Suppressed,Suppressed,Suppressed
,"Franklin County, TN","47051",Suppressed,130958,Suppressed,Suppressed,Suppressed
,"Gibson County, TN","47053",Suppressed,150708,Suppressed,Suppressed,Suppressed
,"Giles County, TN","47055",Suppressed,85318,Suppressed,Suppressed,Suppressed
,"Greene County, TN","47059",Suppressed,201636,Suppressed,Suppressed,Suppressed
,"Hamblen County, TN","47063",Suppressed,195925,Suppressed,Suppressed,Suppressed
,"Hamilton County, TN","47065",Suppressed,1182580,Suppressed,Suppressed,Suppressed
,"Hardin County, TN","47071",Suppressed,71216,Suppressed,Suppressed,Suppressed
,"Hawkins County, TN","47073",Suppressed,161400,Suppressed,Suppressed,Suppressed
,"Haywood County, TN","47075",Suppressed,49200,Suppressed,Suppressed,Suppressed
,"Hickman County, TN","47081",Suppressed,78467,Suppressed,Suppressed,Suppressed
,"Humphreys County, TN","47085",Suppressed,54568,Suppressed,Suppressed,Suppressed
,"Jefferson County, TN","47089",Suppressed,161978,Suppressed,Suppressed,Suppressed
,"Knox County, TN","47093",15,1638817,0.9,0.5,1.5
,"Lauderdale County, TN","47097",Suppressed,80472,Suppressed,Suppressed,Suppressed
,"Lawrence County, TN","47099",Suppressed,131893,Suppressed,Suppressed,Suppressed
,"Lincoln County, TN","47103",Suppressed,100111,Suppressed,Suppressed,Suppressed
,"Macon County, TN","47111",Suppressed,78114,Suppressed,Suppressed,Suppressed
,"Madison County, TN","47113",Suppressed,305476,Suppressed,Suppressed,Suppressed
,"Marshall County, TN","47117",Suppressed,109562,Suppressed,Suppressed,Suppressed
,"Maury County, TN","47119",Suppressed,324395,Suppressed,Suppressed,Suppressed
,"Monroe County, TN","47123",Suppressed,130454,Suppressed,Suppressed,Suppressed
,"Montgomery County, TN","47125",Suppressed,832672,Suppressed,Suppressed,Suppressed
,"Obion County, TN","47131",Suppressed,86793,Suppressed,Suppressed,Suppressed
,"Overton County, TN","47133",Suppressed,65512,Suppressed,Suppressed,Suppressed
,"Putnam County, TN","47141",Suppressed,276983,Suppressed,Suppressed,Suppressed
,"Rhea County, TN","47143",Suppressed,99278,Suppressed,Suppressed,Suppressed
,"Roane County, TN","47145",Suppressed,148134,Suppressed,Suppressed,Suppressed
,"Robertson County, TN","47147",Suppressed,231979,Suppressed,Suppressed,Suppressed
,"Rutherford County, TN","47149",Suppressed,1268995,Suppressed,Suppressed,Suppressed
,"Sequatchie County, TN","47153",Suppressed,45679,Suppressed,Suppressed,Suppressed
,"Sevier County, TN","47155",Suppressed,283958,Suppressed,Suppressed,Suppressed
,"Shelby County, TN","47157",47,3007836,1.6,1.1,2.1
,"Stewart County, TN","47161",Suppressed,39176,Suppressed,Suppressed,Suppressed
,"Sullivan County, TN","47163",Suppressed,457429,Suppressed,Suppressed,Suppressed
,"Sumner County, TN","47165",Suppressed,622847,Suppressed,Suppressed,Suppressed
,"Tipton County, TN","47167",Suppressed,193725,Suppressed,Suppressed,Suppressed
,"Trousdale County, TN","47169",Suppressed,44833,Suppressed,Suppressed,Suppressed
,"Unicoi County, TN","47171",Suppressed,48659,Suppressed,Suppressed,Suppressed
,"Van Buren County, TN","47175",Suppressed,16138,Suppressed,Suppressed,Suppressed
,"Warren County, TN","47177",Suppressed,127259,Suppressed,Suppressed,Suppressed
,"Washington County, TN","47179",Suppressed,430393,Suppressed,Suppressed,Suppressed
,"White County, TN","47185",Suppressed,79676,Suppressed,Suppressed,Suppressed
,"Williamson County, TN","47187",Suppressed,784668,Suppressed,Suppressed,Suppressed
,"Wilson County, TN","47189",Suppressed,483945,Suppressed,Suppressed,Suppressed
,"Anderson County, TX","48001",Suppressed,207928,Suppressed,Suppressed,Suppressed
,"Andrews County, TX","48003",Suppressed,62704,Suppressed,Suppressed,Suppressed
,"Angelina County, TX","48005",Suppressed,267512,Suppressed,Suppressed,Suppressed
,"Aransas County, TX","48007",Suppressed,59427,Suppressed,Suppressed,Suppressed
,"Archer County, TX","48009",Suppressed,24385,Suppressed,Suppressed,Suppressed
,"Atascosa County, TX","48013",Suppressed,163088,Suppressed,Suppressed,Suppressed
,"Austin County, TX","48015",Suppressed,86982,Suppressed,Suppressed,Suppressed
,"Bandera County, TX","48019",Suppressed,52175,Suppressed,Suppressed,Suppressed
,"Bastrop County, TX","48021",Suppressed,310615,Suppressed,Suppressed,Suppressed
,"Bell County, TX","48027",Suppressed,1334591,Suppressed,Suppressed,Suppressed
,"Bexar County, TX","48029",57,7228409,0.8,0.6,1.0
,"Bosque County, TX","48035",Suppressed,48028,Suppressed,Suppressed,Suppressed
,"Bowie County, TX","48037",Suppressed,292569,Suppressed,Suppressed,Suppressed
,"Brazoria County, TX","48039",Suppressed,1312782,Suppressed,Suppressed,Suppressed
,"Brazos County, TX","48041",Suppressed,1002035,Suppressed,Suppressed,Suppressed
,"Brown County, TX","48049",Suppressed,114574,Suppressed,Suppressed,Suppressed
,"Burleson County, TX","48051",Suppressed,51419,Suppressed,Suppressed,Suppressed
,"Burnet County, TX","48053",Suppressed,139341,Suppressed,Suppressed,Suppressed
,"Caldwell County, TX","48055",Suppressed,157949,Suppressed,Suppressed,Suppressed
,"Calhoun County, TX","48057",Suppressed,60588,Suppressed,Suppressed,Suppressed
,"Callahan County, TX","48059",Suppressed,39784,Suppressed,Suppressed,Suppressed
,"Cameron County, TX","48061",18,1392650,1.3,0.8,2.0
,"Camp County, TX","48063",Suppressed,37111,Suppressed,Suppressed,Suppressed
,"Castro County, TX","48069",Suppressed,22403,Suppressed,Suppressed,Suppressed
,"Cherokee County, TX","48073",Suppressed,158406,Suppressed,Suppressed,Suppressed
,"Coleman County, TX","48083",Suppressed,19885,Suppressed,Suppressed,Suppressed
,"Collin County, TX","48085",13,3902933,0.3,0.2,0.6
,"Comal County, TX","48091",Suppressed,520871,Suppressed,Suppressed,Suppressed
,"Coryell County, TX","48099",Suppressed,318792,Suppressed,Suppressed,Suppressed
,"Crosby County, TX","48107",Suppressed,15636,Suppressed,Suppressed,Suppressed
,"Dallas County, TX","48113",74,9261147,0.8,0.6,1.0
,"Denton County, TX","48121",Suppressed,3390364,Suppressed,Suppressed,Suppressed
,"DeWitt County, TX","48123",Suppressed,58252,Suppressed,Suppressed,Suppressed
,"Duval County, TX","48131",Suppressed,32396,Suppressed,Suppressed,Suppressed
,"Eastland County, TX","48133",Suppressed,52131,Suppressed,Suppressed,Suppressed
,"Ector County, TX","48135",Suppressed,577956,Suppressed,Suppressed,Suppressed
,"Ellis County, TX","48139",Suppressed,672088,Suppressed,Suppressed,Suppressed
,"El Paso County, TX","48141",16,2973523,0.5,0.3,0.9
,"Erath County, TX","48143",Suppressed,158123,Suppressed,Suppressed,Suppressed
,"Falls County, TX","48145",Suppressed,54097,Suppressed,Suppressed,Suppressed
,"Fort Bend County, TX","48157",17,2902522,0.6,0.3,0.9
,"Gaines County, TX","48165",Suppressed,71716,Suppressed,Suppressed,Suppressed
,"Galveston County, TX","48167",10,1125991,0.9,0.4,1.6
,"Gonzales County, TX","48177",Suppressed,60070,Suppressed,Suppressed,Suppressed
,"Grayson County, TX","48181",Suppressed,423023,Suppressed,Suppressed,Suppressed
,"Guadalupe County, TX","48187",Suppressed,590606,Suppressed,Suppressed,Suppressed
,"Hamilton County, TX","48193",Suppressed,22211,Suppressed,Suppressed,Suppressed
,"Hardin County, TX","48199",Suppressed,174741,Suppressed,Suppressed,Suppressed
,"Harris County, TX","48201",120,16849202,0.7,0.6,0.8
,"Harrison County, TX","48203",Suppressed,208947,Suppressed,Suppressed,Suppressed
,"Hays County, TX","48209",Suppressed,968195,Suppressed,Suppressed,Suppressed
,"Henderson County, TX","48213",Suppressed,231393,Suppressed,Suppressed,Suppressed
,"Hidalgo County, TX","48215",22,3007657,0.7,0.5,1.1
,"Hill County, TX","48217",Suppressed,105899,Suppressed,Suppressed,Suppressed
,"Hockley County, TX","48219",Suppressed,71687,Suppressed,Suppressed,Suppressed
,"Hood County, TX","48221",Suppressed,167752,Suppressed,Suppressed,Suppressed
,"Hopkins County, TX","48223",Suppressed,111319,Suppressed,Suppressed,Suppressed
,"Houston County, TX","48225",Suppressed,64790,Suppressed,Suppressed,Suppressed
,"Howard County, TX","48227",Suppressed,119479,Suppressed,Suppressed,Suppressed
,"Hunt County, TX","48231",Suppressed,334559,Suppressed,Suppressed,Suppressed
,"Jasper County, TX","48241",Suppressed,94597,Suppressed,Suppressed,Suppressed
,"Jefferson County, TX","48245",13,820914,1.6,0.8,2.7
,"Jim Wells County, TX","48249",Suppressed,124088,Suppressed,Suppressed,Suppressed
,"Johnson County, TX","48251",Suppressed,613068,Suppressed,Suppressed,Suppressed
,"Karnes County, TX","48255",Suppressed,56605,Suppressed,Suppressed,Suppressed
,"Kaufman County, TX","48257",Suppressed,548525,Suppressed,Suppressed,Suppressed
,"Kendall County, TX","48259",Suppressed,141166,Suppressed,Suppressed,Suppressed
,"Kleberg County, TX","48273",Suppressed,114511,Suppressed,Suppressed,Suppressed
,"Lamar County, TX","48277",Suppressed,146425,Suppressed,Suppressed,Suppressed
,"Lamb County, TX","48279",Suppressed,38129,Suppressed,Suppressed,Suppressed
,"Liberty County, TX","48291",Suppressed,323634,Suppressed,Suppressed,Suppressed
,"Live Oak County, TX","48297",Suppressed,36813,Suppressed,Suppressed,Suppressed
,"Lubbock County, TX","48303",Suppressed,1164080,Suppressed,Suppressed,Suppressed
,"McLennan County, TX","48309",Suppressed,896880,Suppressed,Suppressed,Suppressed
,"Matagorda County, TX","48321",Suppressed,106783,Suppressed,Suppressed,Suppressed
,"Maverick County, TX","48323",Suppressed,195244,Suppressed,Suppressed,Suppressed
,"Medina County, TX","48325",Suppressed,164931,Suppressed,Suppressed,Suppressed
,"Midland County, TX","48329",Suppressed,617359,Suppressed,Suppressed,Suppressed
,"Montague County, TX","48337",Suppressed,56406,Suppressed,Suppressed,Suppressed
,"Montgomery County, TX","48339",13,2147593,0.6,0.3,1.0
,"Moore County, TX","48341",Suppressed,68828,Suppressed,Suppressed,Suppressed
,"Nacogdoches County, TX","48347",Suppressed,224728,Suppressed,Suppressed,Suppressed
,"Navarro County, TX","48349",Suppressed,158422,Suppressed,Suppressed,Suppressed
,"Nolan County, TX","48353",Suppressed,43375,Suppressed,Suppressed,Suppressed
,"Nueces County, TX","48355",Suppressed,1181211,Suppressed,Suppressed,Suppressed
,"Orange County, TX","48361",Suppressed,261085,Suppressed,Suppressed,Suppressed
,"Palo Pinto County, TX","48363",Suppressed,82868,Suppressed,Suppressed,Suppressed
,"Parker County, TX","48367",Suppressed,483666,Suppressed,Suppressed,Suppressed
,"Parmer County, TX","48369",Suppressed,29927,Suppressed,Suppressed,Suppressed
,"Pecos County, TX","48371",Suppressed,52804,Suppressed,Suppressed,Suppressed
,"Polk County, TX","48373",Suppressed,150360,Suppressed,Suppressed,Suppressed
,"Potter County, TX","48375",Suppressed,385973,Suppressed,Suppressed,Suppressed
,"Randall County, TX","48381",Suppressed,479803,Suppressed,Suppressed,Suppressed
,"Red River County, TX","48387",Suppressed,30436,Suppressed,Suppressed,Suppressed
,"Robertson County, TX","48395",Suppressed,48466,Suppressed,Suppressed,Suppressed
,"Rockwall County, TX","48397",Suppressed,388820,Suppressed,Suppressed,Suppressed
,"San Augustine County, TX","48405",Suppressed,19186,Suppressed,Suppressed,Suppressed
,"San Jacinto County, TX","48407",Suppressed,77214,Suppressed,Suppressed,Suppressed
,"San Patricio County, TX","48409",Suppressed,221456,Suppressed,Suppressed,Suppressed
,"Shelby County, TX","48419",Suppressed,72014,Suppressed,Suppressed,Suppressed
,"Smith County, TX","48423",Suppressed,755382,Suppressed,Suppressed,Suppressed
,"Starr County, TX","48427",Suppressed,216313,Suppressed,Suppressed,Suppressed
,"Tarrant County, TX","48439",45,7394189,0.6,0.4,0.8
,"Taylor County, TX","48441",Suppressed,493710,Suppressed,Suppressed,Suppressed
,"Titus County, TX","48449",Suppressed,99226,Suppressed,Suppressed,Suppressed
,"Tom Green County, TX","48451",Suppressed,396898,Suppressed,Suppressed,Suppressed
,"Travis County, TX","48453",20,5100573,0.4,0.2,0.6
,"Upshur County, TX","48459",Suppressed,122621,Suppressed,Suppressed,Suppressed
,"Val Verde County, TX","48465",Suppressed,162480,Suppressed,Suppressed,Suppressed
,"Van Zandt County, TX","48467",Suppressed,171402,Suppressed,Suppressed,Suppressed
,"Victoria County, TX","48469",Suppressed,289661,Suppressed,Suppressed,Suppressed
,"Walker County, TX","48471",Suppressed,301239,Suppressed,Suppressed,Suppressed
,"Waller County, TX","48473",Suppressed,218458,Suppressed,Suppressed,Suppressed
,"Webb County, TX","48479",Suppressed,936159,Suppressed,Suppressed,Suppressed
,"Wichita County, TX","48485",Suppressed,448605,Suppressed,Suppressed,Suppressed
,"Willacy County, TX","48489",Suppressed,75127,Suppressed,Suppressed,Suppressed
,"Williamson County, TX","48491",Suppressed,2282433,Suppressed,Suppressed,Suppressed
,"Wilson County, TX","48493",Suppressed,158459,Suppressed,Suppressed,Suppressed
,"Wise County, TX","48497",Suppressed,225742,Suppressed,Suppressed,Suppressed
,"Wood County, TX","48499",Suppressed,118456,Suppressed,Suppressed,Suppressed
,"Zavala County, TX","48507",Suppressed,34224,Suppressed,Suppressed,Suppressed
,"Box Elder County, UT","49003",Suppressed,194539,Suppressed,Suppressed,Suppressed
,"Cache County, UT","49005",Suppressed,518829,Suppressed,Suppressed,Suppressed
,"Carbon County, UT","49007",Suppressed,63282,Suppressed,Suppressed,Suppressed
,"Davis County, UT","49011",Suppressed,1275372,Suppressed,Suppressed,Suppressed
,"Salt Lake County, UT","49035",16,4276294,0.4,0.2,0.6
,"San Juan County, UT","49037",Suppressed,46016,Suppressed,Suppressed,Suppressed
,"Sevier County, UT","49041",Suppressed,68490,Suppressed,Suppressed,Suppressed
,"Tooele County, UT","49045",Suppressed,273045,Suppressed,Suppressed,Suppressed
,"Utah County, UT","49049",Suppressed,2609995,Suppressed,Suppressed,Suppressed
,"Wasatch County, UT","49051",Suppressed,114868,Suppressed,Suppressed,Suppressed
,"Washington County, UT","49053",Suppressed,566085,Suppressed,Suppressed,Suppressed
,"Weber County, UT","49057",Suppressed,929359,Suppressed,Suppressed,Suppressed
,"Orleans County, VT","50019",Suppressed,75342,Suppressed,Suppressed,Suppressed
,"Accomack County, VA","51001",Suppressed,83070,Suppressed,Suppressed,Suppressed
,"Albemarle County, VA","51003",Suppressed,359364,Suppressed,Suppressed,Suppressed
,"Augusta County, VA","51015",Suppressed,221099,Suppressed,Suppressed,Suppressed
,"Bedford County, VA","51019",Suppressed,214437,Suppressed,Suppressed,Suppressed
,"Brunswick County, VA","51025",Suppressed,49111,Suppressed,Suppressed,Suppressed
,"Buchanan County, VA","51027",Suppressed,55038,Suppressed,Suppressed,Suppressed
,"Campbell County, VA","51031",Suppressed,161792,Suppressed,Suppressed,Suppressed
,"Caroline County, VA","51033",Suppressed,96826,Suppressed,Suppressed,Suppressed
,"Carroll County, VA","51035",Suppressed,75527,Suppressed,Suppressed,Suppressed
,"Charlotte County, VA","51037",Suppressed,29991,Suppressed,Suppressed,Suppressed
,"Chesterfield County, VA","51041",10,1172810,0.9,0.4,1.6
,"Culpeper County, VA","51047",Suppressed,162799,Suppressed,Suppressed,Suppressed
,"Cumberland County, VA","51049",Suppressed,26511,Suppressed,Suppressed,Suppressed
,"Dickenson County, VA","51051",Suppressed,38645,Suppressed,Suppressed,Suppressed
,"Essex County, VA","51057",Suppressed,28486,Suppressed,Suppressed,Suppressed
,"Fairfax County, VA","51059",15,3775889,0.4,0.2,0.7
,"Franklin County, VA","51067",Suppressed,143231,Suppressed,Suppressed,Suppressed
,"Frederick County, VA","51069",Suppressed,277455,Suppressed,Suppressed,Suppressed
,"Giles County, VA","51071",Suppressed,46084,Suppressed,Suppressed,Suppressed
,"Goochland County, VA","51075",Suppressed,66837,Suppressed,Suppressed,Suppressed
,"Greene County, VA","51079",Suppressed,60460,Suppressed,Suppressed,Suppressed
,"Halifax County, VA","51083",Suppressed,87573,Suppressed,Suppressed,Suppressed
,"Henrico County, VA","51087",Suppressed,1074037,Suppressed,Suppressed,Suppressed
,"Henry County, VA","51089",Suppressed,130690,Suppressed,Suppressed,Suppressed
,"Isle of Wight County, VA","51093",Suppressed,109280,Suppressed,Suppressed,Suppressed
,"James City County, VA","51095",Suppressed,207922,Suppressed,Suppressed,Suppressed
,"King George County, VA","51099",Suppressed,88298,Suppressed,Suppressed,Suppressed
,"Loudoun County, VA","51107",Suppressed,1457901,Suppressed,Suppressed,Suppressed
,"Mecklenburg County, VA","51117",Suppressed,77094,Suppressed,Suppressed,Suppressed
,"New Kent County, VA","51127",Suppressed,74168,Suppressed,Suppressed,Suppressed
,"Nottoway County, VA","51135",Suppressed,48565,Suppressed,Suppressed,Suppressed
,"Orange County, VA","51137",Suppressed,106838,Suppressed,Suppressed,Suppressed
